,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
249,John Wall,LAC,34,15,19,22.2,1.7,0.8,3.1,26.7,0.0,0.6,5.0,27.1
250,Johnny Davis,WAS,17,7,10,7.0,0.6,0.3,1.0,29.4,0.0,0.1,0.0,29.4
251,Johnny Juzang,UTA,8,3,5,10.1,1.3,0.5,0.9,57.1,0.3,0.3,100,71.4
252,Jonas Valanciunas,NOP,68,32,36,24.7,0.2,0.1,0.4,24.0,0.0,0.0,0.0,24.0
253,Jonathan Isaac,ORL,11,8,3,11.3,0.2,0.1,0.5,16.7,0.0,0.0,-,16.7
254,Jonathan Kuminga,GSW,57,30,27,20.4,0.8,0.3,0.8,42.2,0.1,0.2,41.7,47.8
255,Jordan Clarkson,UTA,61,30,31,32.6,5.9,2.4,6.0,39.7,1.2,3.5,34.3,49.7
256,Jordan Goodwin,WAS,51,19,32,16.8,1.5,0.7,1.7,40.7,0.2,0.5,30.8,45.3
257,Jordan Hall,SAS,9,1,8,9.2,1.1,0.4,1.0,44.4,0.2,0.3,66.7,55.6
258,Jordan McLaughlin,MIN,35,17,18,15.9,0.8,0.3,0.8,37.9,0.2,0.6,28.6,48.3
259,Jordan Nwora,IND,51,33,18,17.5,0.9,0.4,1.3,28.4,0.1,0.5,26.9,33.6
260,Jordan Poole,GSW,72,36,36,30.5,5.1,2.0,5.9,33.9,1.1,3.5,30.3,42.9
261,Jordan Schakel,WAS,2,0,2,3.1,1.5,0.5,0.5,100,0.5,0.5,100,150.0
262,Jose Alvarado,NOP,61,30,31,21.5,1.0,0.4,1.2,32.9,0.2,0.5,32.3,39.7
263,Josh Christopher,HOU,53,12,41,11.3,1.5,0.6,1.6,39.5,0.2,0.6,32.3,45.3
264,Josh Giddey,OKC,66,30,36,30.8,2.0,1.0,2.4,39.1,0.1,0.3,20.0,40.4
265,Josh Green,DAL,51,25,26,25.5,0.5,0.2,0.5,39.3,0.0,0.2,25.0,42.9
266,Josh Hart,NYK,66,37,29,32.7,0.6,0.3,0.9,29.5,0.0,0.2,7.1,30.3
267,Josh Minott,MIN,14,6,8,6.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
268,Josh Okogie,PHX,61,31,30,17.6,0.6,0.2,0.8,29.4,0.1,0.4,30.8,37.3
269,Josh Richardson,NOP,54,16,38,24.0,3.0,1.4,3.2,43.4,0.2,0.6,34.4,46.6
270,Joshua Primo,SAS,4,3,1,23.3,2.3,1.0,2.3,44.4,0.3,0.8,33.3,50.0
271,Jrue Holiday,MIL,59,44,15,33.0,7.4,2.9,7.5,39.5,1.5,4.3,35.2,49.8
272,Juan Toscano-Anderson,UTA,40,16,24,11.8,0.1,0.0,0.2,12.5,0.0,0.1,0.0,12.5
273,Juancho Hernangomez,TOR,42,20,22,14.6,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
274,Julian Champagnie,SAS,6,4,2,9.3,0.5,0.2,0.3,50.0,0.2,0.2,100,75.0
275,Julius Randle,NYK,72,42,30,35.9,6.4,2.7,6.7,40.2,1.0,3.0,34.1,47.9
276,Justin Champagnie,TOR,3,2,1,3.6,0.0,0.0,0.0,-,-,-,-,-
277,Justin Holiday,DAL,39,17,22,15.5,0.8,0.3,1.0,30.0,0.2,0.5,35.0,38.8
278,Justin Jackson,BOS,23,15,8,4.7,0.1,0.0,0.2,20.0,0.0,0.1,50.0,30.0
279,Justise Winslow,POR,29,15,14,26.8,0.6,0.3,1.0,32.1,0.0,0.0,0.0,32.1
280,Jusuf Nurkic,POR,51,23,28,26.7,0.1,0.1,0.2,30.0,0.0,0.0,50.0,35.0
281,KZ Okpala,SAC,35,19,16,7.1,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
282,Kai Jones,CHA,37,9,28,9.9,0.2,0.1,0.2,33.3,0.0,0.0,-,33.3
283,Karl-Anthony Towns,MIN,21,10,11,33.8,1.4,0.6,1.5,38.7,0.2,0.5,45.5,46.8
284,Kawhi Leonard,LAC,43,28,15,33.7,8.8,4.0,8.3,47.9,0.8,2.0,40.2,52.8
285,Keegan Murray,SAC,68,42,26,29.6,1.1,0.5,1.1,44.0,0.2,0.4,36.7,51.3
286,Keita Bates-Diop,SAS,56,15,41,21.0,0.3,0.1,0.5,30.8,0.0,0.1,0.0,30.8
287,Keldon Johnson,SAS,60,16,44,32.8,2.1,0.9,2.9,29.0,0.4,1.3,26.9,34.9
288,Kelly Olynyk,UTA,58,27,31,28.2,1.0,0.4,1.0,40.7,0.1,0.3,42.1,47.5
289,Kelly Oubre Jr.,CHA,46,15,31,32.7,3.5,1.5,3.8,39.4,0.5,1.5,31.4,45.7
290,Kemba Walker,DAL,9,5,4,16.0,3.7,1.4,3.4,41.9,0.8,2.3,33.3,53.2
291,Kendall Brown,IND,6,1,5,6.7,0.3,0.2,0.2,100,0.0,0.0,-,100
292,Kendrick Nunn,WAS,60,28,32,13.5,2.0,0.8,2.2,37.4,0.4,1.0,33.9,45.4
293,Kennedy Chandler,MEM,31,20,11,7.9,0.4,0.2,0.5,42.9,0.0,0.1,0.0,42.9
294,Kenneth Lofton Jr.,MEM,16,11,5,4.5,0.3,0.1,0.4,28.6,0.1,0.1,50.0,35.7
295,Kenrich Williams,OKC,53,26,27,22.8,1.0,0.5,1.2,39.1,0.1,0.3,28.6,42.2
296,Kentavious Caldwell-Pope,DEN,69,47,22,31.7,2.2,1.0,2.3,42.2,0.2,0.7,32.6,46.9
297,Kenyon Martin Jr.,HOU,71,18,53,27.4,0.0,0.0,0.1,12.5,0.0,0.1,0.0,12.5
298,Keon Ellis,SAC,11,6,5,3.7,0.8,0.3,0.5,60.0,0.3,0.4,75.0,90.0
299,Keon Johnson,POR,37,13,24,9.1,0.9,0.4,1.3,27.1,0.2,0.6,34.8,35.4
300,Kessler Edwards,SAC,24,12,12,8.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
301,Kevin Durant,PHX,42,29,13,35.7,12.0,5.6,10.2,55.0,0.8,2.2,37.2,59.1
302,Kevin Huerter,SAC,66,39,27,29.6,4.1,1.6,3.6,43.5,1.0,2.2,45.1,57.2
303,Kevin Knox II,POR,52,10,42,12.5,0.4,0.2,0.6,28.1,0.0,0.3,13.3,31.3
304,Kevin Love,MIA,54,30,24,20.3,1.0,0.4,1.1,35.1,0.2,0.7,30.0,45.6
305,Kevin Porter Jr.,HOU,49,15,34,34.0,6.7,2.6,7.0,37.7,1.4,4.2,33.5,47.8
306,Kevon Harris,ORL,30,11,19,12.2,0.2,0.1,0.3,20.0,0.1,0.2,28.6,30.0
307,Kevon Looney,GSW,72,36,36,23.6,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
308,Khem Birch,SAS,20,9,11,8.1,0.0,0.0,0.0,-,0.0,0.0,-,-
309,Khris Middleton,MIL,27,21,6,24.1,4.7,2.0,5.3,37.8,0.7,2.3,32.8,44.8
310,Killian Hayes,DET,66,15,51,27.3,4.2,2.0,5.3,37.5,0.3,1.1,23.9,39.9
311,Kira Lewis Jr.,NOP,21,8,13,10.4,0.9,0.4,0.9,42.1,0.1,0.2,40.0,47.4
312,Klay Thompson,GSW,60,31,29,32.9,6.3,2.6,6.3,41.0,1.1,2.8,40.0,49.7
313,Kris Dunn,UTA,10,5,5,22.0,0.9,0.4,0.6,66.7,0.1,0.1,100,75.0
314,Kristaps Porzingis,WAS,60,25,35,32.7,3.1,1.5,3.5,42.8,0.2,0.6,30.3,45.2
315,Kyle Anderson,MIN,59,29,30,27.6,1.0,0.4,1.1,41.9,0.1,0.2,46.2,46.8
316,Kyle Kuzma,WAS,64,29,35,35.0,3.7,1.5,4.5,32.8,0.7,2.3,32.0,40.9
317,Kyle Lowry,MIA,48,25,23,32.6,3.2,1.2,3.2,38.3,0.7,2.1,34.7,49.7
318,Kyrie Irving,DAL,52,30,22,37.2,10.7,4.4,9.6,46.2,1.8,4.7,38.5,55.6
319,LaMelo Ball,CHA,36,13,23,35.2,7.8,3.0,8.2,36.7,1.8,5.1,34.8,47.6
320,Lamar Stevens,CLE,53,33,20,18.2,0.6,0.3,0.8,37.2,0.0,0.0,0.0,37.2
321,Landry Shamet,PHX,31,14,17,21.4,2.1,0.8,2.6,30.0,0.6,1.7,34.6,41.3
322,Larry Nance Jr.,NOP,54,26,28,21.7,0.1,0.1,0.2,33.3,0.0,0.0,0.0,33.3
323,Lauri Markkanen,UTA,63,32,31,34.4,2.0,0.9,2.2,39.9,0.3,0.8,31.4,45.7
324,LeBron James,LAL,47,24,23,36.1,5.0,2.1,6.4,32.0,0.8,2.8,29.5,38.4
325,Leandro Bolmaro,UTA,14,8,6,4.9,0.3,0.1,0.4,40.0,0.0,0.0,-,40.0
326,Lindell Wigginton,MIL,2,1,1,1.5,0.0,0.0,0.0,-,0.0,0.0,-,-
327,Lindy Waters III,OKC,34,17,17,12.4,0.6,0.2,0.6,36.4,0.1,0.6,26.3,47.7
328,Lonnie Walker IV,LAL,51,23,28,24.5,1.9,0.8,2.3,35.0,0.3,0.9,28.9,40.6
329,Luguentz Dort,OKC,64,32,32,30.4,1.5,0.6,1.6,36.5,0.3,0.9,32.2,45.7
330,Luka Doncic,DAL,57,31,26,36.3,11.7,4.7,11.9,39.4,2.4,6.9,34.3,49.3
331,Luka Garza,MIN,26,14,12,9.0,0.2,0.1,0.1,66.7,0.0,0.0,-,66.7
332,Luke Kennard,MEM,49,29,20,21.0,1.8,0.8,1.8,41.6,0.3,0.8,40.0,50.6
333,Luke Kornet,BOS,59,37,22,11.8,0.1,0.0,0.1,66.7,0.0,0.0,50.0,83.3
334,Malachi Flynn,TOR,46,24,22,13.0,1.1,0.5,1.7,26.9,0.2,0.8,28.6,33.3
335,Malaki Branham,SAS,55,12,43,22.8,2.6,1.2,2.8,43.1,0.2,0.7,23.1,46.1
336,Malcolm Brogdon,BOS,60,41,19,25.9,4.2,1.7,3.6,45.4,0.9,1.9,45.6,57.3
337,Malcolm Hill,CHI,5,4,1,1.8,0.0,0.0,0.0,-,0.0,0.0,-,-
338,Malik Beasley,LAL,71,37,34,26.7,3.8,1.5,3.9,38.1,0.8,2.3,36.6,48.9
339,Malik Monk,SAC,67,42,25,22.6,2.6,1.0,2.8,36.6,0.6,1.8,33.1,47.0
340,Mamadi Diakite,CLE,18,13,5,6.7,0.2,0.1,0.2,25.0,0.1,0.1,50.0,37.5
341,MarJon Beauchamp,MIL,42,28,14,13.8,1.0,0.4,1.2,32.0,0.2,0.7,30.0,41.0
342,Marcus Morris Sr.,LAC,62,34,28,28.2,3.8,1.8,4.1,43.7,0.3,0.7,36.4,46.8
343,Marcus Smart,BOS,54,38,16,32.5,1.4,0.6,1.8,31.6,0.3,1.0,28.6,40.0
344,Mark Williams,CHA,37,15,22,17.7,0.1,0.0,0.0,100,-,-,-,100
345,Markelle Fultz,ORL,51,24,27,30.1,3.3,1.6,3.6,43.5,0.1,0.3,35.7,44.9
346,Markieff Morris,DAL,32,16,16,9.7,0.5,0.3,0.5,47.1,0.0,0.0,100,50.0
347,Marko Simonovic,CHI,3,1,2,1.5,0.0,0.0,0.0,-,0.0,0.0,-,-
348,Marvin Bagley III,DET,34,6,28,22.8,0.6,0.3,0.9,31.0,0.0,0.2,14.3,32.8
349,Mason Plumlee,LAC,69,22,47,27.0,0.3,0.1,0.2,52.9,-,-,-,52.9
350,Matisse Thybulle,POR,64,36,28,15.9,0.2,0.1,0.2,33.3,0.1,0.2,40.0,50.0
351,Matt Ryan,MIN,33,14,19,9.3,0.4,0.2,0.6,25.0,0.1,0.2,37.5,32.5
352,Matthew Dellavedova,SAC,28,17,11,6.5,0.3,0.1,0.4,27.3,0.1,0.1,50.0,36.4
353,Max Christie,LAL,38,16,22,13.3,0.6,0.3,0.6,47.6,0.1,0.1,66.7,52.4
354,Max Strus,MIA,71,37,34,28.9,1.2,0.5,1.4,31.4,0.3,1.1,28.6,42.2
355,Maxi Kleber,DAL,29,17,12,25.6,0.1,0.0,0.1,25.0,0.0,0.1,0.0,25.0
356,McKinley Wright IV,DAL,24,13,11,11.6,0.8,0.4,1.0,37.5,0.1,0.3,25.0,41.7
357,Meyers Leonard,MIL,6,5,1,8.5,0.0,0.0,0.0,-,0.0,0.0,-,-
358,Mfiondu Kabengele,BOS,2,1,1,7.0,0.0,0.0,0.0,-,0.0,0.0,-,-
359,Micah Potter,UTA,3,2,1,4.8,0.0,0.0,0.0,-,-,-,-,-
360,Michael Foster Jr.,PHI,1,1,0,1.0,0.0,0.0,0.0,-,-,-,-,-
361,Michael Porter Jr.,DEN,55,37,18,29.0,3.3,1.3,3.5,37.7,0.6,1.8,35.7,46.9
362,Mikal Bridges,BKN,72,36,36,36.0,5.0,2.4,5.3,45.0,0.3,0.8,38.2,47.8
363,Mike Conley,MIN,57,27,30,30.1,3.7,1.4,4.1,33.9,0.9,2.9,31.5,45.1
364,Mike Muscala,BOS,53,24,29,15.0,0.5,0.2,0.3,55.6,0.1,0.2,62.5,69.4
365,Miles McBride,NYK,56,32,24,12.0,0.5,0.2,0.9,25.0,0.1,0.4,18.2,29.2
366,Mitchell Robinson,NYK,50,30,20,27.3,0.0,0.0,0.0,0.0,-,-,-,0.0
367,Mo Bamba,LAL,47,23,24,16.2,0.1,0.0,0.2,11.1,0.0,0.1,16.7,16.7
368,Monte Morris,WAS,57,26,31,27.7,3.6,1.6,3.5,46.0,0.4,1.1,37.5,52.0
369,Montrezl Harrell,PHI,51,32,19,12.3,0.0,0.0,0.1,16.7,0.0,0.0,-,16.7
370,Moritz Wagner,ORL,49,22,27,20.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
371,Moses Brown,BKN,34,16,18,8.5,0.0,0.0,0.0,-,-,-,-,-
372,Moses Moody,GSW,55,29,26,13.2,0.4,0.2,0.4,40.9,0.1,0.2,27.3,47.7
373,Moussa Diabate,LAC,18,8,10,9.5,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
374,Myles Turner,IND,59,28,31,29.6,0.8,0.4,0.9,39.6,0.1,0.3,35.0,46.2
375,Naji Marshall,NOP,66,32,34,24.6,0.7,0.4,1.1,32.0,0.0,0.2,6.3,32.7
376,Nassir Little,POR,49,22,27,17.5,1.5,0.6,1.3,46.2,0.2,0.5,46.2,55.4
377,Nathan Knight,MIN,36,17,19,7.9,0.1,0.0,0.2,16.7,0.0,0.1,25.0,25.0
378,Naz Reid,MIN,63,28,35,18.1,0.2,0.1,0.4,17.4,0.0,0.2,14.3,21.7
379,Neemias Queta,SAC,4,1,3,6.1,0.0,0.0,0.0,-,-,-,-,-
380,Nerlens Noel,BKN,17,4,13,11.5,0.1,0.1,0.2,25.0,0.0,0.0,-,25.0
381,Nic Claxton,BKN,66,35,31,29.5,0.1,0.0,0.1,75.0,0.0,0.0,0.0,75.0
382,Nick Richards,CHA,57,17,40,18.1,0.0,0.0,0.1,0.0,-,-,-,0.0
383,Nickeil Alexander-Walker,MIN,49,22,27,15.5,1.7,0.7,1.6,42.3,0.4,0.9,40.0,53.8
384,Nicolas Batum,LAC,68,38,30,21.7,0.3,0.1,0.2,46.7,0.1,0.2,54.5,66.7
385,Nikola Jokic,DEN,64,45,19,33.9,1.2,0.5,1.2,46.7,0.1,0.3,42.9,52.7
386,Nikola Jovic,MIA,15,7,8,13.6,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
387,Nikola Vucevic,CHI,70,33,37,34.1,0.6,0.3,1.0,30.0,0.0,0.0,-,30.0
388,Noah Vonleh,BOS,23,17,6,7.5,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
389,Norman Powell,LAC,54,27,27,25.8,3.1,1.3,3.2,39.1,0.5,1.5,34.9,47.4
390,O.G. Anunoby,TOR,58,28,30,35.7,1.8,0.8,2.3,36.6,0.2,0.6,28.6,40.5
391,Obi Toppin,NYK,57,32,25,14.4,0.3,0.1,0.4,28.0,0.1,0.3,31.3,38.0
392,Ochai Agbaji,UTA,47,26,21,18.0,0.3,0.1,0.3,35.7,0.1,0.2,36.4,50.0
393,Olivier Sarr,OKC,3,1,2,10.7,0.0,0.0,0.0,-,0.0,0.0,-,-
394,Omer Yurtseven,MIA,5,3,2,6.8,0.0,0.0,0.0,-,0.0,0.0,-,-
395,Onyeka Okongwu,ATL,69,35,34,23.5,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
396,Orlando Robinson,MIA,29,17,12,13.7,0.0,0.0,0.0,-,0.0,0.0,-,-
397,Oshae Brissett,IND,55,24,31,16.3,0.1,0.1,0.2,25.0,0.0,0.1,33.3,33.3
398,Otto Porter Jr.,TOR,8,4,4,18.3,0.5,0.3,0.8,33.3,0.0,0.1,0.0,33.3
399,Ousmane Dieng,OKC,28,15,13,15.8,0.1,0.0,0.5,7.1,0.0,0.3,12.5,10.7
400,P.J. Tucker,PHI,66,44,22,25.8,0.0,0.0,0.1,14.3,0.0,0.0,33.3,21.4
401,P.J. Washington,CHA,67,20,47,32.8,2.0,0.8,2.3,36.2,0.3,0.9,38.3,43.8
402,PJ Dozier,SAC,9,8,1,2.0,0.6,0.2,0.6,40.0,0.1,0.3,33.3,50.0
403,Paolo Banchero,ORL,65,26,39,33.8,4.5,2.0,5.8,34.5,0.4,1.8,24.2,38.3
404,Pascal Siakam,TOR,62,30,32,37.5,5.5,2.6,6.3,41.0,0.3,1.1,29.4,43.6
405,Pat Connaughton,MIL,53,37,16,24.5,0.4,0.2,0.3,50.0,0.1,0.3,50.0,71.9
406,Patrick Baldwin Jr.,GSW,26,10,16,8.1,0.3,0.1,0.4,30.0,0.1,0.1,66.7,40.0
407,Patrick Beverley,CHI,56,28,28,27.2,0.9,0.4,0.8,47.6,0.2,0.5,38.5,59.5
408,Patrick Williams,CHI,70,33,37,28.6,1.5,0.7,1.8,39.1,0.1,0.2,35.7,41.0
409,Patty Mills,BKN,38,18,20,13.6,1.8,0.8,1.8,41.4,0.3,0.7,42.3,49.3
410,Paul George,LAC,55,32,23,34.6,7.8,3.2,8.2,39.1,1.4,3.8,36.2,47.6
411,Paul Reed,PHI,57,38,19,10.2,0.0,0.0,0.1,25.0,0.0,0.0,-,25.0
412,Payton Pritchard,BOS,45,30,15,12.5,0.9,0.4,1.2,29.1,0.2,0.8,24.3,37.3
413,Peyton Watson,DEN,14,9,5,3.2,0.1,0.1,0.2,33.3,0.0,0.0,-,33.3
414,Precious Achiuwa,TOR,47,25,22,21.4,0.3,0.1,0.6,19.2,0.0,0.2,25.0,23.1
415,Quentin Grimes,NYK,61,36,25,29.1,0.6,0.2,0.9,25.0,0.2,0.6,27.8,34.6
416,Quenton Jackson,WAS,3,2,1,2.6,0.0,0.0,0.0,-,0.0,0.0,-,-
417,R.J. Hampton,DET,37,8,29,15.0,0.7,0.3,1.1,28.2,0.1,0.5,23.5,33.3
418,RJ Barrett,NYK,65,37,28,34.1,1.3,0.6,2.3,25.5,0.2,0.8,20.4,28.9
419,Raul Neto,CLE,45,30,15,10.0,0.5,0.2,0.4,55.6,0.0,0.2,28.6,61.1
420,Reggie Bullock,DAL,68,35,33,30.5,0.3,0.1,0.5,22.9,0.0,0.3,16.7,27.1
421,Reggie Jackson,DEN,62,34,28,24.6,2.5,1.1,3.2,34.8,0.2,1.1,21.1,38.6
422,Richaun Holmes,SAC,35,18,17,8.7,0.0,0.0,0.0,-,0.0,0.0,-,-
423,Ricky Rubio,CLE,24,17,7,17.1,2.3,1.0,2.4,43.1,0.2,0.8,21.1,46.6
424,Robert Covington,LAC,39,15,24,16.5,0.2,0.1,0.3,27.3,0.0,0.1,20.0,31.8
425,Robert Williams III,BOS,28,18,10,24.2,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
426,Robin Lopez,CLE,34,24,10,7.5,0.1,0.0,0.0,100,0.0,0.0,-,100
427,Rodney McGruder,DET,31,4,27,16.0,0.8,0.3,0.7,39.1,0.2,0.4,53.8,54.3
428,Romeo Langford,SAS,36,11,25,20.2,1.1,0.6,1.2,46.5,0.0,0.1,0.0,46.5
429,Ron Harper Jr.,TOR,4,2,2,3.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
430,Royce O'Neale,BKN,67,36,31,32.1,1.0,0.3,1.0,34.8,0.3,0.8,37.3,49.2
431,Rudy Gay,UTA,54,28,26,14.6,1.4,0.6,1.6,41.2,0.1,0.3,31.3,44.1
432,Rudy Gobert,MIN,60,27,33,30.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
433,Rui Hachimura,LAL,54,30,24,23.9,2.9,1.4,2.9,49.7,0.0,0.1,0.0,49.7
434,Russell Westbrook,LAC,63,30,33,29.0,2.8,1.2,3.8,32.5,0.3,1.4,25.6,37.1
435,Ryan Arcidiacono,POR,16,8,8,5.4,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
436,Ryan Rollins,GSW,12,5,7,5.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
437,Saben Lee,PHX,22,14,8,13.7,0.4,0.2,0.8,23.5,0.0,0.4,12.5,26.5
438,Saddiq Bey,ATL,66,18,48,28.1,2.0,0.8,2.5,30.5,0.4,1.4,29.5,38.9
439,Sam Hauser,BOS,70,47,23,15.6,0.4,0.1,0.5,28.1,0.1,0.4,28.0,39.1
440,Sam Merrill,CLE,2,2,0,4.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
441,Sandro Mamukelashvili,SAS,32,20,12,11.7,0.1,0.0,0.1,33.3,0.0,0.0,100,50.0
442,Santi Aldama,MEM,67,40,27,21.9,0.4,0.1,0.5,27.8,0.1,0.3,30.4,37.5
443,Scottie Barnes,TOR,69,33,36,34.9,2.0,0.9,2.9,31.8,0.2,0.8,23.1,34.8
444,Scotty Pippen Jr.,LAL,6,1,5,5.3,0.5,0.2,0.8,20.0,0.2,0.3,50.0,30.0
445,Serge Ibaka,MIL,16,11,5,11.6,0.3,0.1,0.3,40.0,0.0,0.0,-,40.0
446,Seth Curry,BKN,53,32,21,21.3,4.2,1.9,3.8,49.7,0.5,1.2,42.2,56.5
447,Shaedon Sharpe,POR,70,30,40,20.3,1.5,0.7,2.0,33.1,0.2,1.0,21.1,38.5
448,Shai Gilgeous-Alexander,OKC,60,30,30,35.6,9.1,4.3,9.1,46.6,0.6,1.7,36.5,50.1
449,Shake Milton,PHI,66,48,18,20.4,1.2,0.6,1.6,35.6,0.1,0.4,33.3,39.4
450,Simone Fontecchio,UTA,41,22,19,12.1,0.8,0.3,1.1,31.1,0.1,0.6,25.0,37.8
451,Spencer Dinwiddie,BKN,69,35,34,34.3,5.3,2.0,5.5,36.9,1.2,3.5,34.2,47.9
452,Stanley Johnson,SAS,30,5,25,15.6,0.7,0.3,0.7,45.5,0.1,0.2,40.0,50.0
453,Stanley Umude,DET,1,0,1,2.1,0.0,0.0,0.0,-,0.0,0.0,-,-
454,Stephen Curry,GSW,46,22,24,34.7,11.2,4.2,8.9,46.7,2.9,6.1,47.7,63.1
455,Sterling Brown,LAL,4,2,2,6.1,0.0,0.0,0.0,-,0.0,0.0,-,-
456,Steven Adams,MEM,42,28,14,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
457,Svi Mykhailiuk,CHA,22,11,11,6.8,0.6,0.2,0.5,41.7,0.2,0.3,57.1,58.3
458,T.J. McConnell,IND,66,29,37,20.0,2.0,0.9,1.8,53.0,0.1,0.2,60.0,56.8
459,T.J. Warren,PHX,34,20,14,15.9,2.3,1.1,2.5,45.3,0.0,0.2,14.3,45.9
460,Taj Gibson,WAS,45,20,25,9.6,0.2,0.1,0.2,62.5,0.0,0.0,0.0,62.5
461,Talen Horton-Tucker,UTA,56,28,28,18.7,2.1,0.8,2.3,35.9,0.4,1.2,30.4,43.9
462,Tari Eason,HOU,71,18,53,20.7,0.2,0.1,0.4,17.9,0.0,0.1,12.5,19.6
463,Taurean Prince,MIN,46,25,21,21.6,1.2,0.5,1.3,40.0,0.1,0.5,25.0,45.0
464,Terance Mann,LAC,71,38,33,23.2,1.5,0.6,1.4,44.0,0.3,0.7,38.8,53.5
465,Terence Davis,SAC,55,34,21,13.3,1.5,0.5,1.3,39.2,0.4,1.0,40.7,54.1
466,Terrence Ross,PHX,52,20,32,21.7,2.8,1.3,2.8,45.1,0.3,0.8,29.5,49.7
467,Terry Rozier,CHA,61,18,43,35.7,7.5,3.1,8.3,37.1,1.4,4.4,31.1,45.3
468,Terry Taylor,CHI,28,10,18,8.3,0.1,0.0,0.2,20.0,0.0,0.0,0.0,20.0
469,Thaddeus Young,TOR,54,23,31,14.7,0.1,0.1,0.2,33.3,0.0,0.0,0.0,33.3
470,Thanasis Antetokounmpo,MIL,28,20,8,4.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
471,Theo Maledon,CHA,36,10,26,16.1,1.1,0.5,1.5,32.7,0.1,0.8,17.9,37.3
472,Theo Pinson,DAL,37,18,19,6.6,0.2,0.1,0.2,50.0,0.1,0.1,40.0,66.7
473,Thomas Bryant,DEN,55,30,25,18.9,0.1,0.1,0.2,30.0,0.0,0.0,0.0,30.0
474,Tim Hardaway Jr.,DAL,64,35,29,30.2,3.1,1.3,3.5,36.0,0.6,1.8,35.1,45.0
475,Tobias Harris,PHI,65,44,21,32.9,1.9,0.9,2.0,43.4,0.2,0.4,42.9,48.1
476,Tony Bradley,CHI,12,5,7,2.8,0.0,0.0,0.0,-,0.0,0.0,-,-
477,Torrey Craig,PHX,68,37,31,25.4,0.2,0.1,0.6,15.4,0.0,0.1,20.0,17.9
478,Trae Young,ATL,64,33,31,34.9,9.6,4.0,10.4,38.3,1.7,5.2,32.7,46.5
479,Tre Jones,SAS,58,17,41,29.1,3.0,1.5,4.0,37.7,0.0,0.4,7.7,38.1
480,Tre Mann,OKC,60,27,33,18.0,3.4,1.3,3.7,36.2,0.7,2.4,30.6,46.2
481,Trendon Watford,POR,54,24,30,18.6,0.3,0.2,0.4,42.9,0.0,0.0,0.0,42.9
482,Trent Forrest,ATL,18,6,12,13.3,0.8,0.4,0.7,53.8,0.0,0.1,0.0,53.8
483,Trevelin Queen,IND,7,2,5,10.0,0.4,0.1,1.6,9.1,0.1,1.4,10.0,13.6
484,Trevor Hudgins,HOU,5,0,5,5.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
485,Trevor Keels,NYK,2,2,0,1.9,0.0,0.0,0.0,-,0.0,0.0,-,-
486,Trey Lyles,SAC,62,38,24,16.7,0.2,0.1,0.3,25.0,0.1,0.3,25.0,35.0
487,Trey Murphy III,NOP,68,31,37,30.0,0.9,0.3,0.9,35.9,0.2,0.5,43.2,48.4
488,Troy Brown Jr.,LAL,66,32,34,24.8,0.8,0.3,0.9,35.0,0.1,0.4,32.1,42.5
489,Ty Jerome,GSW,44,21,23,18.5,1.9,0.8,1.9,44.6,0.3,0.6,40.7,51.2
490,TyTy Washington Jr.,HOU,30,5,25,13.7,1.9,0.9,2.4,36.1,0.2,0.8,21.7,39.6
491,Tyler Dorsey,DAL,3,2,1,2.8,2.0,1.0,1.0,100,0.0,0.0,-,100
492,Tyler Herro,MIA,59,32,27,35.3,7.7,3.1,8.2,38.1,1.5,4.0,36.7,47.1
493,Tyrese Haliburton,IND,54,28,26,33.7,8.6,3.2,7.5,42.0,2.2,5.5,40.3,56.8
494,Tyrese Martin,ATL,13,8,5,3.5,0.4,0.2,0.3,50.0,0.1,0.1,100,62.5
495,Tyrese Maxey,PHI,51,35,16,32.9,5.4,2.3,5.4,42.0,0.9,2.3,38.5,50.2
496,Tyus Jones,MEM,70,43,27,23.9,3.8,1.7,3.9,43.5,0.4,1.2,37.0,49.1
497,Udoka Azubuike,UTA,26,14,12,5.9,0.0,0.0,0.0,-,-,-,-,-
